Date,NetPnL,TradesOpened
2023-05-18,-75.94,1
2023-05-19,514.04,4
2023-05-22,796.86,3
2023-05-23,26.66,1
2023-05-24,20.74,3
2023-05-25,-47.27,3
2023-05-26,381.62,4
2023-05-29,-240.63,1
2023-05-30,173.60,2
2023-05-31,-223.73,3
2023-06-01,-618.82,3
2023-06-05,-245.37,2
2023-06-06,-181.07,3
2023-06-07,1558.11,4
2023-06-08,-203.90,2
2023-06-09,-304.11,5
2023-06-12,-319.78,2
2023-06-13,457.84,1
2023-06-14,277.66,4
2023-06-15,-62.47,1
2023-06-16,-79.84,2
2023-06-19,-66.40,2
2023-06-20,28.01,5
2023-06-21,151.53,2
2023-06-22,-166.49,1
2023-06-26,-97.40,3
2023-06-27,-276.81,3
2023-06-28,-373.32,2
2023-06-29,-368.66,3
2023-06-30,-697.51,2
2023-07-03,322.78,2
2023-07-04,-184.13,3
2023-07-05,-156.12,1
2023-07-06,122.04,4
2023-07-07,-67.86,3
2023-07-10,-6.07,1
2023-07-11,-50.08,2
2023-07-12,69.42,1
2023-07-13,272.54,1
2023-07-14,131.74,2
2023-07-17,-0.36,2
2023-07-18,-666.94,6
2023-07-20,-95.63,1
2023-07-21,-162.54,3
2023-07-24,-156.01,1
2023-07-25,327.39,1
2023-07-26,-34.18,2
2023-07-27,-301.12,2
2023-07-31,-103.32,1
2023-08-01,44.35,1
2023-08-02,-34.62,1
2023-08-04,-158.48,2
2023-08-07,334.63,2
2023-08-08,-219.07,2
2023-08-09,134.71,1
2023-08-10,49.04,2
2023-08-11,-191.13,2
2023-08-14,-475.55,3
2023-08-15,-33.56,3
2023-08-16,162.00,4
2023-08-17,57.97,2
2023-08-18,-422.05,2
2023-08-21,-202.27,2
2023-08-22,32.43,1
2023-08-23,422.41,4
2023-08-24,346.44,1
2023-08-28,43.58,1
2023-08-29,133.36,4
2023-08-30,25.84,1
2023-08-31,-169.32,1
2023-09-04,-168.93,2
2023-09-05,-234.03,3
2023-09-06,-141.86,3
2023-09-07,-267.56,2
2023-09-08,29.42,1
2023-09-11,26.13,5
2023-09-12,-71.31,2
2023-09-13,-56.84,1
2023-09-15,612.87,3
2023-09-18,43.93,3
2023-09-19,337.40,3
2023-09-20,-91.14,1
2023-09-21,195.36,2
2023-09-22,-125.88,2
2023-09-25,-132.37,2
2023-09-26,-233.50,3
2023-09-27,37.90,1
2023-09-28,62.60,2
2023-09-29,-451.22,5
2023-10-03,-45.45,1
2023-10-04,-163.75,3
2023-10-05,-229.72,2
2023-10-06,393.90,1
2023-10-09,-518.83,2
2023-10-10,-12.82,2
2023-10-11,-49.63,1
2023-10-12,-168.20,1
2023-10-13,320.04,2
2023-10-16,-162.91,2
2023-10-17,516.80,2
2023-10-18,409.43,1
2023-10-19,21.74,1
2023-10-20,95.33,4
2023-10-23,-203.45,3
2023-10-24,-163.45,3
2023-10-25,5.66,4
2023-10-26,-285.56,3
2023-10-30,-32.53,1
2023-10-31,-160.40,1
2023-11-01,-44.55,3
2023-11-02,-106.85,2
2023-11-03,-634.17,4
2023-11-06,-150.40,2
2023-11-07,15.90,1
2023-11-08,-169.93,5
2023-11-09,-262.83,4
2023-11-10,132.22,1
2023-11-13,226.15,1
2023-11-14,248.61,3
2023-11-15,-750.05,4
2023-11-17,-102.00,6
2023-11-20,108.88,2
2023-11-22,-419.99,3
2023-11-23,135.84,3
2023-11-24,454.52,3
2023-11-27,-64.70,4
2023-11-28,166.65,4
2023-11-29,-39.60,1
2023-11-30,317.23,4
2023-12-01,-233.82,2
2023-12-04,-304.71,3
2023-12-05,-22.08,4
2023-12-06,96.99,2
2023-12-07,-28.69,2
2023-12-08,-130.31,1
2023-12-11,411.80,2
2023-12-13,-41.60,1
2023-12-14,-291.32,2
2023-12-15,-168.49,1
2023-12-18,302.69,2
2023-12-19,353.60,3
2023-12-20,-72.07,1
2023-12-21,74.53,2
2023-12-22,694.88,5
2023-12-25,569.69,1
2023-12-26,60.41,4
2023-12-27,50.24,0
2023-12-28,-38.67,1
2023-12-29,-454.90,3
