"Label","Score","Symbol","TF","Strategy","RunId","Reason","Trades","ExpectancyR","DrawdownPct","Consistency","VersionKind"
"session-breakout/GBPJPY/H4",,"GBPJPY","H4","session-breakout","984311ee","trades=0 below floor 20 (D3)","0","0","0","0","sv1-null"
"session-breakout/GBPUSD/H1",,"GBPUSD","H1","session-breakout","2b2fd0bb","trades=18 below floor 20 (D3)","18","0","0","0","sv1-null"
"session-breakout/GBPUSD/H4",,"GBPUSD","H4","session-breakout","c52d2c9e","trades=0 below floor 20 (D3)","0","0","0","0","sv1-null"
"session-breakout/NZDUSD/H1","47.1","NZDUSD","H1","session-breakout","1d16ad6f",,"34","-0.04659156829814664","0.0222594579958656","0","sv1-partial"
"session-breakout/NZDUSD/H4",,"NZDUSD","H4","session-breakout","6e29eb00","trades=0 below floor 20 (D3)","0","0","0","0","sv1-null"
"session-breakout/USDCAD/H1","55.9","USDCAD","H1","session-breakout","60b33418",,"27","-0.03668753694654648","0.0231327800078287","50","sv1-partial"
"session-breakout/USDCAD/H4",,"USDCAD","H4","session-breakout","19979764","trades=0 below floor 20 (D3)","0","0","0","0","sv1-null"
"session-breakout/USDCHF/H1",,"USDCHF","H1","session-breakout","6816a44e","trades=17 below floor 20 (D3)","17","0","0","0","sv1-null"
"session-breakout/USDCHF/H4",,"USDCHF","H4","session-breakout","8e51c261","trades=0 below floor 20 (D3)","0","0","0","0","sv1-null"
"session-breakout/USDJPY/H1","52.9","USDJPY","H1","session-breakout","540910d5",,"39","-0.2338312977324398","0.0308616978703622","33.33333333333333","sv1-partial"
"session-breakout/USDJPY/H4",,"USDJPY","H4","session-breakout","fbc810a6","trades=0 below floor 20 (D3)","0","0","0","0","sv1-null"
"session-breakout/XAGUSD/H1","55.9","XAGUSD","H1","session-breakout","d2b172da",,"20","-0.19879435944222593","0.0184858327962554","50","sv1-partial"
"session-breakout/XAGUSD/H4",,"XAGUSD","H4","session-breakout","879ea352","trades=0 below floor 20 (D3)","0","0","0","0","sv1-null"
"session-breakout/XAUUSD/H1",,"XAUUSD","H1","session-breakout","23641064","trades=5 below floor 20 (D3)","5","0","0","0","sv1-null"
"session-breakout/XAUUSD/H4",,"XAUUSD","H4","session-breakout","c3cc30ec","trades=0 below floor 20 (D3)","0","0","0","0","sv1-null"
"super-trend/AUDUSD/H1","74.4","AUDUSD","H1","super-trend","0c819ec1",,"34","0.2628753569769612","0.00540179292018764","50","sv1-partial"
"super-trend/AUDUSD/H4",,"AUDUSD","H4","super-trend","eb80357f","trades=12 below floor 20 (D3)","12","0","0","0","sv1-null"
"super-trend/BTCUSD/H1",,"BTCUSD","H1","super-trend","144e0ed5","trades=8 below floor 20 (D3)","8","0","0","0","sv1-null"
"super-trend/BTCUSD/H4",,"BTCUSD","H4","super-trend","5baeb5da","trades=8 below floor 20 (D3)","8","0","0","0","sv1-null"
"super-trend/ETHUSD/H1",,"ETHUSD","H1","super-trend","fee6283c","trades=7 below floor 20 (D3)","7","0","0","0","sv1-null"
"super-trend/ETHUSD/H4",,"ETHUSD","H4","super-trend","e93fba82","trades=5 below floor 20 (D3)","5","0","0","0","sv1-null"
"super-trend/EURGBP/H1","50.6","EURGBP","H1","super-trend","4ac029e7",,"26","-0.15074604608375855","0.0308802965479833","20","sv1-partial"
"super-trend/EURGBP/H4",,"EURGBP","H4","super-trend","61190981","trades=5 below floor 20 (D3)","5","0","0","0","sv1-null"
"super-trend/EURJPY/H1",,"EURJPY","H1","super-trend","5ec3480e","trades=10 below floor 20 (D3)","10","0","0","0","sv1-null"
"super-trend/EURJPY/H4",,"EURJPY","H4","super-trend","ae2110ce","trades=12 below floor 20 (D3)","12","0","0","0","sv1-null"
"super-trend/EURUSD/H1","65.2","EURUSD","H1","super-trend","11c35343",,"40","0.11462531451180416","0.0138525145268174","57.14285714285714","sv1-partial"
"super-trend/EURUSD/H4",,"EURUSD","H4","super-trend","2af81752","trades=18 below floor 20 (D3)","18","0","0","0","sv1-null"
"super-trend/GBPJPY/H1","52.9","GBPJPY","H1","super-trend","9c3a21cf",,"28","-0.27848807611795423","0.0358401471683376","33.33333333333333","sv1-partial"
"super-trend/GBPJPY/H4",,"GBPJPY","H4","super-trend","ecf51dc0","trades=5 below floor 20 (D3)","5","0","0","0","sv1-null"
"super-trend/GBPUSD/H1",,"GBPUSD","H1","super-trend","e3f3b898","trades=7 below floor 20 (D3)","7","0","0","0","sv1-null"
"super-trend/GBPUSD/H4",,"GBPUSD","H4","super-trend","8077594f","trades=13 below floor 20 (D3)","13","0","0","0","sv1-null"
"super-trend/NZDUSD/H1","72.7","NZDUSD","H1","super-trend","dfa5bac9",,"34","0.23803397280734426","0.0195866194216772","50","sv1-partial"
"super-trend/NZDUSD/H4",,"NZDUSD","H4","super-trend","65f6a09a","trades=14 below floor 20 (D3)","14","0","0","0","sv1-null"
"super-trend/USDCAD/H1","51","USDCAD","H1","super-trend","2d662973",,"42","-0.1587355030068666","0.0425082003037095","22.22222222222222","sv1-partial"
"super-trend/USDCAD/H4",,"USDCAD","H4","super-trend","79466135","trades=19 below floor 20 (D3)","19","0","0","0","sv1-null"
"super-trend/USDCHF/H1",,"USDCHF","H1","super-trend","a759fd02","trades=5 below floor 20 (D3)","5","0","0","0","sv1-null"
"super-trend/USDCHF/H4",,"USDCHF","H4","super-trend","b69ddbbf","trades=16 below floor 20 (D3)","16","0","0","0","sv1-null"
"super-trend/USDJPY/H1",,"USDJPY","H1","super-trend","3fdc4e1c","trades=6 below floor 20 (D3)","6","0","0","0","sv1-null"
"super-trend/USDJPY/H4",,"USDJPY","H4","super-trend","bd334f58","trades=16 below floor 20 (D3)","16","0","0","0","sv1-null"
"super-trend/XAGUSD/H1","65","XAGUSD","H1","super-trend","d63e54ac",,"51","0.11518774791567343","0.0237536840381908","55.55555555555556","sv1-partial"
"super-trend/XAGUSD/H4",,"XAGUSD","H4","super-trend","b0da9e23","trades=9 below floor 20 (D3)","9","0","0","0","sv1-null"
"super-trend/XAUUSD/H1",,"XAUUSD","H1","super-trend","61a1eea2","trades=5 below floor 20 (D3)","5","0","0","0","sv1-null"
"super-trend/XAUUSD/H4",,"XAUUSD","H4","super-trend","0a6b6d6c","trades=5 below floor 20 (D3)","5","0","0","0","sv1-null"
"trend-breakout/AUDUSD/H1","71.3","AUDUSD","H1","trend-breakout","6f44bf68",,"25","0.09294995504078964","0.00357539840370959","100","sv1-partial"
"trend-breakout/AUDUSD/H4","62.7","AUDUSD","H4","trend-breakout","477a1024",,"28","0.09702350645955297","0.00984111471994497","50","sv1-partial"
"trend-breakout/BTCUSD/H1",,"BTCUSD","H1","trend-breakout","43aa704f","trades=14 below floor 20 (D3)","14","0","0","0","sv1-null"
"trend-breakout/BTCUSD/H4",,"BTCUSD","H4","trend-breakout","f61a007d","trades=15 below floor 20 (D3)","15","0","0","0","sv1-null"
"trend-breakout/ETHUSD/H1",,"ETHUSD","H1","trend-breakout","3b7a9c38","trades=8 below floor 20 (D3)","8","0","0","0","sv1-null"
"trend-breakout/ETHUSD/H4","82.7","ETHUSD","H4","trend-breakout","6e92f06b",,"48","0.3259188699965831","0.00306237824486709","71.42857142857143","sv1-partial"
"trend-breakout/EURGBP/H1","60","EURGBP","H1","trend-breakout","dcf44db3",,"98","0.058082556622474024","0.0186988784950672","50","sv1-partial"
"trend-breakout/EURGBP/H4","50","EURGBP","H4","trend-breakout","233da261",,"36","-0.08166838050847194","0.044264069237504","16.666666666666664","sv1-partial"
"trend-breakout/EURJPY/H1",,"EURJPY","H1","trend-breakout","f1898591","trades=5 below floor 20 (D3)","5","0","0","0","sv1-null"
"trend-breakout/EURJPY/H4",,"EURJPY","H4","trend-breakout","7d7764ce","trades=9 below floor 20 (D3)","9","0","0","0","sv1-null"
"trend-breakout/EURUSD/H1","52.9","EURUSD","H1","trend-breakout","de454da8",,"61","-0.10238510038546529","0.0421468898041597","33.33333333333333","sv1-partial"
"trend-breakout/EURUSD/H4",,"EURUSD","H4","trend-breakout","40b827a2","trades=5 below floor 20 (D3)","5","0","0","0","sv1-null"
"trend-breakout/GBPJPY/H1",,"GBPJPY","H1","trend-breakout","16223be3","trades=17 below floor 20 (D3)","17","0","0","0","sv1-null"
"trend-breakout/GBPJPY/H4",,"GBPJPY","H4","trend-breakout","c56b8afb","trades=5 below floor 20 (D3)","5","0","0","0","sv1-null"
"trend-breakout/GBPUSD/H1","47.1","GBPUSD","H1","trend-breakout","516bd7c2",,"58","-0.09541198458554033","0.0417541755776452","0","sv1-partial"
"trend-breakout/GBPUSD/H4",,"GBPUSD","H4","trend-breakout","f93f5348","trades=18 below floor 20 (D3)","18","0","0","0","sv1-null"
"trend-breakout/NZDUSD/H1","62.1","NZDUSD","H1","trend-breakout","077aff2f",,"59","0.04709121087034822","0.01615826609145","66.66666666666666","sv1-partial"
"trend-breakout/NZDUSD/H4","83.7","NZDUSD","H4","trend-breakout","624050f5",,"43","0.35278901695477843","0.000139251250532051","66.66666666666666","sv1-partial"
"trend-breakout/USDCAD/H1",,"USDCAD","H1","trend-breakout","73993a5c","trades=5 below floor 20 (D3)","5","0","0","0","sv1-null"
"trend-breakout/USDCAD/H4","72","USDCAD","H4","trend-breakout","bd447de6",,"37","0.20366132962287903","0.000361050483451266","60","sv1-partial"
"trend-breakout/USDCHF/H1",,"USDCHF","H1","trend-breakout","2ec34a25","trades=8 below floor 20 (D3)","8","0","0","0","sv1-null"
"trend-breakout/USDCHF/H4",,"USDCHF","H4","trend-breakout","0254e346","trades=10 below floor 20 (D3)","10","0","0","0","sv1-null"
"trend-breakout/USDJPY/H1",,"USDJPY","H1","trend-breakout","e73cac19","trades=17 below floor 20 (D3)","17","0","0","0","sv1-null"
"trend-breakout/USDJPY/H4",,"USDJPY","H4","trend-breakout","2164ce90","trades=6 below floor 20 (D3)","6","0","0","0","sv1-null"
"trend-breakout/XAGUSD/H1","76.8","XAGUSD","H1","trend-breakout","a314e6a3",,"35","0.17156240825156077","0.00962488069333926","100","sv1-partial"
"trend-breakout/XAGUSD/H4",,"XAGUSD","H4","trend-breakout","cdf4223b","trades=11 below floor 20 (D3)","11","0","0","0","sv1-null"
"trend-breakout/XAUUSD/H1",,"XAUUSD","H1","trend-breakout","4cfe61a5","trades=11 below floor 20 (D3)","11","0","0","0","sv1-null"
"trend-breakout/XAUUSD/H4","100","XAUUSD","H4","trend-breakout","22ca21af",,"39","0.6885100476182772","0.000322962453153263","100","sv1-partial"
